Apartment_ID,Location,Postal Code,Number of Floors,Number of Rooms,Ceiling Finish,Room Size (sq. meters),Year Built,Month Built,Utilities Available,Price of Apartment,Price of Apartment (USD)
NRAS0008934,NorthWest_Osun State_416 Broadway Road,785619.0,12.0,6.0,POP,30.744108720469864,1981.0,7.0,"Electricity, Gas, Water Supply, Internet",32628213.0,43504.284
NRAS0008935,NorthWest_Kwara State_364 Broadway Road,662041.0,11.0,10.0,POP,45.59167718074431,1992.0,5.0,"Electricity, Gas, Internet, Solar Power, Water Supply",2172094.0,2896.1253333333334
NRAS0008936,NorthCentral_Anambra State_409 Broadway Road,720982.0,1.0,3.0,POP,28.37516551549999,1992.0,2.0,Water Supply,16564653.0,22086.204
NRAS0008937,NorthWest_Zamfara State_243 Broadway Road,466997.0,14.0,9.0,Wood,41.48988039841697,1991.0,11.0,"Electricity, Internet, Water Supply, Gas",49508077.0,66010.76933333333
NRAS0008938,NorthCentral_Enugu State_245 Crescent Lane,710280.0,12.0,10.0,,15.744899730406893,1959.0,8.0,"Gas, Solar Power, Internet, Water Supply",21290419.0,28387.22533333333
NRAS0008939,NorthCentral_Zamfara State_24 SDA Street,546276.0,12.0,2.0,POP,40.39355858451454,1992.0,10.0,"Internet, Gas, Water Supply",4382590.0,5843.453333333333
NRAS0008940,NorthCentral_Oyo State_109 Broadway Road,962312.0,13.0,9.0,POP,44.84519682165144,2024.0,9.0,"Gas, Electricity, Internet",33885231.0,45180.308
NRAS0008941,NorthEast_Borno State_180 Unity Avenue,717546.0,6.0,2.0,Plaster,35.449174887231464,2003.0,4.0,Solar Power,2464048.0,3285.3973333333333
NRAS0008942,SouthWest_Enugu State_75 Unity Avenue,432030.0,7.0,3.0,Gypsum,13.09508325629459,1998.0,1.0,"Water Supply, Electricity, Gas, Internet, Solar Power",46483996.0,61978.66133333333
NRAS0008943,NorthCentral_Oyo State_102 Crescent Lane,373640.0,11.0,2.0,POP,23.307985895479835,1981.0,6.0,"Electricity, Internet, Gas, Water Supply, Solar Power",13156523.0,17542.030666666666
NRAS0008944,SouthWest_Imo State_60 Crescent Lane,798080.0,12.0,5.0,Wood,35.425709441006525,2015.0,3.0,"Water Supply, Internet, Solar Power, Gas, Electricity",19512787.0,26017.04933333333
NRAS0008945,NorthCentral_Ebonyi State_120 Broadway Road,725167.0,10.0,3.0,POP,42.80042793979257,1995.0,5.0,"Electricity, Gas, Solar Power, Internet",47722768.0,63630.35733333333
NRAS0008946,SouthEast_Lagos State_478 SDA Street,389718.0,13.0,7.0,Wood,22.898007581724727,1955.0,7.0,"Gas, Solar Power, Water Supply",20784079.0,27712.105333333333
NRAS0008947,SouthEast_Sokoto State_249 Main Street,612324.0,5.0,2.0,Plaster,48.27504474214324,2010.0,1.0,Internet,32129787.0,42839.716
NRAS0008948,SouthWest_Kaduna State_135 Unity Avenue,258532.0,11.0,1.0,POP,31.03991121372454,2009.0,8.0,"Electricity, Water Supply, Gas",2202031.0,2936.041333333333
NRAS0008949,SouthEast_Kogi State_12 Unity Avenue,769854.0,12.0,3.0,Wood,17.661915812823132,2013.0,5.0,"Water Supply, Gas, Solar Power",28451298.0,37935.064
NRAS0008950,SouthWest_Kogi State_432 Main Street,959667.0,11.0,3.0,PVC,18.98732932607178,1951.0,8.0,"Water Supply, Electricity, Gas, Solar Power",37195334.0,49593.778666666665
NRAS0008951,NorthEast_Nasarawa State_185 Main Street,432372.0,9.0,5.0,POP,22.39332872972369,1964.0,1.0,"Internet, Electricity, Gas, Solar Power, Water Supply",48703270.0,64937.693333333336
NRAS0008952,NorthCentral_Kwara State_498 Crescent Lane,907233.0,3.0,2.0,PVC,13.479182331498718,1960.0,10.0,"Electricity, Gas",32330895.0,43107.86
NRAS0008953,NorthCentral_Imo State_116 Main Street,240134.0,5.0,9.0,Gypsum,30.95318101754404,1998.0,12.0,"Gas, Water Supply",35483756.0,47311.674666666666
NRAS0008954,NorthCentral_Kano State_349 SDA Street,811721.0,10.0,6.0,PVC,14.396234820661178,1970.0,7.0,"Gas, Solar Power, Electricity, Water Supply, Internet",23731772.0,31642.362666666668
NRAS0008955,NorthWest_Ondo State_420 Unity Avenue,701552.0,1.0,2.0,Gypsum,37.691324747014434,1988.0,1.0,Solar Power,43233903.0,57645.204
NRAS0008956,SouthEast_Adamawa State_266 Unity Avenue,403073.0,13.0,8.0,PVC,46.45763305680988,2003.0,1.0,"Solar Power, Internet, Water Supply, Gas",13526931.0,18035.908
NRAS0008957,NorthEast_Ekiti State_246 Unity Avenue,597458.0,11.0,1.0,Plaster,30.72856447310243,2008.0,9.0,"Internet, Solar Power, Gas, Electricity",1343146.0,1790.8613333333333
NRAS0008958,SouthEast_Kebbi State_368 SDA Street,906806.0,1.0,9.0,PVC,10.905943092448725,1952.0,3.0,"Electricity, Solar Power, Internet, Gas, Water Supply",4566730.0,6088.973333333333
NRAS0008959,NorthCentral_Taraba State_363 SDA Street,848708.0,9.0,8.0,Wood,44.27988132008943,2019.0,1.0,"Electricity, Gas",40108182.0,53477.576
NRAS0008960,SouthEast_Kano State_215 Unity Avenue,923092.0,11.0,6.0,POP,26.790256169570824,1955.0,7.0,Water Supply,37586397.0,50115.196
NRAS0008961,NorthEast_Bauchi State_125 Broadway Road,804416.0,2.0,2.0,POP,25.13107494296023,2001.0,9.0,"Solar Power, Water Supply, Internet, Gas, Electricity",18850188.0,25133.584
NRAS0008962,NorthEast_Yobe State_355 Unity Avenue,334333.0,14.0,1.0,Wood,37.66129951632752,1966.0,12.0,"Gas, Electricity, Water Supply",43956834.0,58609.112
NRAS0008963,NorthEast_Kwara State_425 Broadway Road,587046.0,7.0,9.0,POP,33.18449028155226,1992.0,5.0,Water Supply,12563200.0,16750.933333333334
NRAS0008964,NorthCentral_Ondo State_239 Main Street,345428.0,8.0,2.0,POP,37.17746606185624,2003.0,11.0,"Solar Power, Internet, Gas, Water Supply, Electricity",15430751.0,20574.334666666666
NRAS0008965,SouthEast_Benue State_314 Unity Avenue,733024.0,12.0,6.0,Gypsum,49.8639856682689,1960.0,9.0,"Water Supply, Solar Power",38979265.0,51972.35333333333
NRAS0008966,NorthEast_Anambra State_167 Broadway Road,366818.0,9.0,6.0,Gypsum,21.360911771801824,2021.0,5.0,"Solar Power, Gas, Electricity, Water Supply, Internet",26711897.0,35615.86266666667
NRAS0008967,NorthWest_Sokoto State_481 SDA Street,913157.0,9.0,4.0,POP,34.7319325957583,2023.0,9.0,"Solar Power, Gas, Internet",23715698.0,31620.930666666667
NRAS0008968,NorthCentral_Borno State_324 SDA Street,532565.0,3.0,6.0,Plaster,48.47336702464717,2018.0,12.0,Electricity,20560193.0,27413.590666666667
NRAS0008969,NorthEast_Oyo State_10 Broadway Road,974349.0,13.0,6.0,POP,19.549961683052736,2020.0,11.0,"Solar Power, Gas, Electricity, Water Supply",24208401.0,32277.868
NRAS0008970,NorthEast_Imo State_12 Main Street,707545.0,11.0,2.0,Gypsum,32.507250069800335,1966.0,6.0,"Electricity, Solar Power",13454616.0,17939.488
NRAS0008971,SouthEast_Enugu State_252 Unity Avenue,415506.0,8.0,8.0,Plaster,27.59584634205041,1950.0,12.0,"Solar Power, Electricity, Internet",44353379.0,59137.83866666667
NRAS0008972,NorthWest_Oyo State_30 Main Street,810167.0,11.0,2.0,Plaster,22.749306931085023,2000.0,8.0,"Water Supply, Solar Power, Internet, Electricity",8667807.0,11557.076
NRAS0008973,NorthCentral_Ekiti State_126 Unity Avenue,359400.0,9.0,6.0,Wood,46.33947456077764,1989.0,6.0,"Internet, Water Supply, Gas, Solar Power",24113932.0,32151.909333333333
NRAS0008974,SouthWest_Adamawa State_327 Unity Avenue,990633.0,5.0,6.0,POP,44.19667723182288,1960.0,10.0,"Water Supply, Electricity",35001471.0,46668.628
NRAS0008975,NorthCentral_Ebonyi State_77 Main Street,178902.0,7.0,4.0,Wood,13.323000654274168,2015.0,11.0,"Gas, Water Supply, Electricity",9457594.0,12610.125333333332
NRAS0008976,NorthEast_Kebbi State_111 Crescent Lane,698175.0,2.0,8.0,PVC,46.40555531614425,1950.0,8.0,"Gas, Electricity, Internet, Solar Power",41847732.0,55796.976
NRAS0008977,NorthEast_Adamawa State_112 SDA Street,306286.0,1.0,10.0,PVC,35.17153146670406,1963.0,4.0,Water Supply,46114142.0,61485.52266666666
NRAS0008978,NorthWest_Oyo State_183 Main Street,528489.0,7.0,9.0,POP,39.2933123660097,2024.0,10.0,"Solar Power, Internet",14621805.0,19495.74
NRAS0008979,NorthCentral_Ondo State_407 Main Street,696298.0,14.0,5.0,PVC,28.65637865933062,1998.0,1.0,Electricity,17432692.0,23243.589333333333
NRAS0008980,NorthEast_Anambra State_415 Crescent Lane,557696.0,7.0,1.0,POP,48.13097531775434,1970.0,9.0,"Water Supply, Solar Power, Electricity, Internet",42463873.0,56618.49733333333
NRAS0008981,NorthCentral_Lagos State_350 Crescent Lane,508751.0,6.0,10.0,POP,24.882508948650543,1969.0,10.0,"Solar Power, Water Supply",14643412.0,19524.54933333333
NRAS0008982,NorthCentral_Yobe State_260 Main Street,375392.0,4.0,2.0,Gypsum,22.48544217795718,1989.0,8.0,"Electricity, Internet, Solar Power, Gas, Water Supply",1413243.0,1884.324
NRAS0008983,NorthEast_Ondo State_145 Broadway Road,731200.0,13.0,9.0,Wood,12.610337780723672,2005.0,3.0,"Electricity, Water Supply, Gas",48481627.0,64642.16933333333
NRAS0008984,NorthWest_Taraba State_482 Crescent Lane,829159.0,3.0,8.0,Gypsum,27.426669782904973,1987.0,5.0,"Electricity, Gas, Internet",31654326.0,42205.768
NRAS0008985,NorthEast_Kano State_395 Main Street,884969.0,9.0,1.0,Wood,30.737879776939103,1959.0,3.0,"Solar Power, Water Supply",4066992.0,5422.656
NRAS0008986,NorthWest_Ekiti State_339 Unity Avenue,691336.0,11.0,7.0,PVC,34.19171481164883,1959.0,9.0,"Internet, Electricity, Water Supply",24369111.0,32492.148
NRAS0008987,NorthCentral_Adamawa State_310 Unity Avenue,945727.0,13.0,9.0,Plaster,22.5877182373365,2012.0,1.0,"Water Supply, Gas",47482067.0,63309.422666666665
NRAS0008988,NorthCentral_Sokoto State_483 SDA Street,613842.0,7.0,9.0,PVC,40.27987238091861,1977.0,5.0,"Water Supply, Electricity, Solar Power, Internet, Gas",19275991.0,25701.321333333333
NRAS0008989,NorthWest_Ondo State_414 Unity Avenue,585962.0,15.0,7.0,Gypsum,45.700514516114445,1956.0,7.0,"Solar Power, Electricity, Internet, Gas",41691474.0,55588.632
NRAS0008990,NorthEast_Abia State_313 Unity Avenue,756388.0,12.0,7.0,PVC,25.326636895902045,1996.0,10.0,"Electricity, Internet, Gas, Water Supply, Solar Power",25903791.0,34538.388
NRAS0008991,NorthCentral_Sokoto State_291 Broadway Road,760510.0,8.0,8.0,POP,49.51643102620797,1988.0,3.0,Gas,45792329.0,61056.43866666667
NRAS0008992,NorthCentral_Kebbi State_98 SDA Street,603592.0,5.0,7.0,PVC,19.050292423353888,1963.0,11.0,"Internet, Gas, Solar Power, Electricity, Water Supply",12942422.0,17256.562666666665
NRAS0008993,SouthWest_Anambra State_33 Crescent Lane,851935.0,12.0,4.0,Plaster,45.92042832989995,2023.0,10.0,"Water Supply, Electricity, Gas",29875545.0,39834.06
NRAS0008994,SouthEast_Kano State_396 Unity Avenue,627562.0,15.0,8.0,Wood,25.528717075695813,1962.0,11.0,"Internet, Water Supply, Gas",24329490.0,32439.32
NRAS0008995,NorthEast_Sokoto State_325 Unity Avenue,822658.0,10.0,10.0,PVC,48.28233640279686,1977.0,8.0,Gas,15317220.0,20422.96
NRAS0008996,SouthEast_Taraba State_132 Unity Avenue,796646.0,2.0,3.0,PVC,23.600283213904696,1976.0,4.0,Solar Power,45154766.0,60206.354666666666
NRAS0008997,NorthCentral_Lagos State_398 Crescent Lane,970212.0,12.0,8.0,Gypsum,41.4074282892352,1977.0,5.0,"Internet, Water Supply, Gas",40285979.0,53714.638666666666
NRAS0008998,NorthEast_Taraba State_229 Main Street,889515.0,2.0,2.0,PVC,40.826328007499725,2022.0,10.0,"Internet, Gas",25538296.0,34051.06133333333
NRAS0008999,SouthWest_Kano State_104 SDA Street,563306.0,9.0,5.0,Plaster,12.570389544910544,1987.0,3.0,"Gas, Water Supply, Internet",34947258.0,46596.344
NRAS0009000,NorthEast_Imo State_294 Broadway Road,966423.0,6.0,1.0,PVC,32.90905236943895,2022.0,6.0,"Internet, Gas",20065267.0,26753.68933333333
NRAS0009001,NorthEast_Anambra State_322 SDA Street,441294.0,3.0,5.0,PVC,19.33410296407651,2000.0,12.0,"Solar Power, Internet",43567206.0,58089.608
NRAS0009002,NorthCentral_Kano State_131 Unity Avenue,328372.0,11.0,8.0,PVC,22.224363020824867,1970.0,5.0,"Solar Power, Gas",4305639.0,5740.852
NRAS0009003,SouthEast_Plateau State_334 Main Street,656094.0,7.0,1.0,PVC,27.61247637919377,1960.0,10.0,"Electricity, Solar Power",19467378.0,25956.504
NRAS0009004,SouthWest_Ekiti State_82 Broadway Road,588509.0,1.0,10.0,Wood,25.62686166100572,2015.0,10.0,"Water Supply, Solar Power, Gas",42628377.0,56837.836
NRAS0009005,NorthCentral_Enugu State_59 Main Street,379124.0,8.0,4.0,PVC,25.215568785358485,1973.0,11.0,"Solar Power, Internet",8765031.0,11686.708
NRAS0009006,SouthWest_Zamfara State_446 Main Street,197719.0,10.0,4.0,Plaster,40.84221481373668,1983.0,7.0,"Gas, Internet",6241004.0,8321.338666666667
NRAS0009007,NorthEast_Taraba State_440 SDA Street,348210.0,14.0,5.0,Plaster,48.8647652660884,2003.0,6.0,"Water Supply, Electricity",43900957.0,58534.60933333333
NRAS0009008,NorthWest_Borno State_265 Crescent Lane,242806.0,7.0,8.0,PVC,26.31333039762942,1961.0,3.0,"Internet, Solar Power, Gas, Water Supply",48986843.0,65315.79066666667
NRAS0009009,SouthWest_Lagos State_447 SDA Street,715110.0,10.0,9.0,Wood,25.42827253718726,1993.0,8.0,"Internet, Solar Power, Gas, Electricity, Water Supply",30288598.0,40384.797333333336
NRAS0009010,SouthWest_Ondo State_224 Crescent Lane,507697.0,12.0,9.0,Wood,22.51811836162503,1996.0,3.0,"Solar Power, Electricity",24555770.0,32741.02666666667
NRAS0009011,NorthWest_Lagos State_480 Broadway Road,338076.0,14.0,3.0,Gypsum,40.988045268533725,1952.0,6.0,Water Supply,19609685.0,26146.246666666662
NRAS0009012,NorthWest_Imo State_351 Broadway Road,647776.0,15.0,7.0,Gypsum,30.2848647149333,2003.0,9.0,"Gas, Electricity, Water Supply, Internet",9301153.0,12401.537333333334
NRAS0009013,NorthWest_Imo State_445 Unity Avenue,596296.0,8.0,1.0,POP,40.74335568719468,2003.0,11.0,"Internet, Solar Power, Electricity",43561054.0,58081.405333333336
NRAS0009014,NorthCentral_Anambra State_500 Broadway Road,582600.0,5.0,7.0,Gypsum,16.296046022123846,2016.0,4.0,"Solar Power, Gas, Internet, Electricity, Water Supply",45125781.0,60167.708
NRAS0009015,NorthCentral_Kebbi State_129 Unity Avenue,534137.0,2.0,4.0,Wood,30.19596484018445,1973.0,6.0,Internet,21343720.0,28458.29333333333
NRAS0009016,NorthEast_Anambra State_237 Crescent Lane,383278.0,11.0,1.0,Plaster,11.589555247848704,1957.0,12.0,"Solar Power, Gas",4671143.0,6228.190666666666
NRAS0009017,NorthCentral_Kaduna State_175 Unity Avenue,836721.0,6.0,7.0,Gypsum,13.199221647916849,2013.0,4.0,"Gas, Solar Power",43009770.0,57346.36
NRAS0009018,NorthWest_Lagos State_98 Crescent Lane,382299.0,2.0,6.0,POP,36.55662916370986,1990.0,2.0,"Gas, Electricity, Water Supply, Internet, Solar Power",29610457.0,39480.60933333333
NRAS0009019,SouthWest_Yobe State_211 Unity Avenue,725239.0,9.0,2.0,Gypsum,16.204645784965848,1962.0,3.0,"Gas, Electricity",8561735.0,11415.646666666667
NRAS0009020,SouthEast_Bauchi State_438 Unity Avenue,839684.0,9.0,3.0,Gypsum,29.916948721491167,1956.0,2.0,"Gas, Solar Power",32986170.0,43981.56
NRAS0009021,NorthWest_Kaduna State_83 Crescent Lane,479296.0,13.0,6.0,PVC,13.720474425841177,1980.0,12.0,Internet,14539235.0,19385.646666666667
NRAS0009022,NorthWest_Imo State_250 Crescent Lane,215449.0,12.0,2.0,Wood,19.72750439576178,1997.0,10.0,Water Supply,25047446.0,33396.594666666664
NRAS0009023,SouthEast_Nasarawa State_69 SDA Street,980069.0,7.0,8.0,Wood,13.703384687975522,1980.0,3.0,"Electricity, Internet, Solar Power, Water Supply, Gas",32602521.0,43470.028
NRAS0009024,NorthEast_Borno State_366 Unity Avenue,176582.0,6.0,5.0,Plaster,25.099620772173967,1968.0,7.0,"Solar Power, Water Supply, Electricity, Internet, Gas",30831598.0,41108.797333333336
NRAS0009025,NorthWest_Oyo State_352 SDA Street,128529.0,6.0,10.0,Gypsum,46.27361729732841,1969.0,12.0,"Solar Power, Water Supply, Electricity",19198404.0,25597.872
NRAS0009026,SouthEast_Lagos State_382 Broadway Road,778270.0,3.0,4.0,Gypsum,25.12346760611159,2014.0,9.0,"Water Supply, Gas, Internet, Electricity, Solar Power",26165422.0,34887.22933333334
NRAS0009027,NorthEast_Kogi State_339 Unity Avenue,653097.0,5.0,9.0,Gypsum,31.02550662413637,1958.0,4.0,"Electricity, Internet",12996105.0,17328.14
NRAS0009028,NorthCentral_Ondo State_184 Unity Avenue,346094.0,12.0,8.0,PVC,27.27303652791457,1990.0,3.0,"Electricity, Water Supply",5526751.0,7369.001333333334
NRAS0009029,NorthWest_Yobe State_354 SDA Street,931954.0,10.0,10.0,POP,42.06932122281604,2009.0,10.0,"Gas, Electricity",38632059.0,51509.412
NRAS0009030,SouthWest_Kwara State_167 Unity Avenue,386509.0,12.0,2.0,PVC,33.61692780257856,1967.0,10.0,"Solar Power, Gas",31477799.0,41970.39866666667
NRAS0009031,NorthWest_Anambra State_281 Crescent Lane,200095.0,9.0,4.0,PVC,31.56029545102289,1975.0,8.0,Electricity,22297029.0,29729.372
NRAS0009032,SouthEast_Kebbi State_194 SDA Street,193521.0,3.0,8.0,Plaster,12.3072741572652,1991.0,11.0,"Internet, Solar Power, Electricity, Gas, Water Supply",17709502.0,23612.66933333333
NRAS0009033,NorthWest_Nasarawa State_67 Broadway Road,530998.0,1.0,6.0,POP,10.699637606358364,1991.0,5.0,"Internet, Water Supply, Solar Power, Electricity",22104154.0,29472.20533333333
NRAS0009034,SouthWest_Ebonyi State_342 Broadway Road,833107.0,12.0,5.0,Plaster,47.178878358728646,2001.0,5.0,Solar Power,24222840.0,32297.12
NRAS0009035,NorthEast_Lagos State_415 Crescent Lane,260177.0,5.0,8.0,Wood,12.48149326906966,1960.0,9.0,"Gas, Electricity, Water Supply, Internet",32828760.0,43771.68
NRAS0009036,SouthWest_Osun State_337 Main Street,545974.0,4.0,9.0,Gypsum,25.89632152516425,2004.0,1.0,"Internet, Electricity, Solar Power, Gas, Water Supply",27493282.0,36657.70933333333
NRAS0009037,NorthWest_Kwara State_272 SDA Street,424430.0,7.0,3.0,POP,30.01087150227457,2024.0,4.0,"Solar Power, Water Supply, Electricity, Internet",45649469.0,60865.958666666666
NRAS0009038,NorthCentral_Kebbi State_33 SDA Street,952949.0,1.0,6.0,Gypsum,33.824139399837584,1995.0,11.0,"Solar Power, Internet",31291878.0,41722.504
NRAS0009039,NorthCentral_Plateau State_176 SDA Street,168342.0,1.0,1.0,Gypsum,34.79930830422634,1950.0,5.0,"Solar Power, Electricity, Water Supply",2084132.0,2778.8426666666664
NRAS0009040,SouthEast_Nasarawa State_34 Main Street,930497.0,6.0,3.0,Wood,47.412605834978976,1994.0,12.0,Solar Power,33763224.0,45017.632
NRAS0009041,NorthEast_Nasarawa State_170 Broadway Road,475727.0,12.0,7.0,Gypsum,41.68557021371964,2022.0,11.0,Electricity,49363361.0,65817.81466666667
NRAS0009042,NorthWest_Nasarawa State_95 Crescent Lane,163903.0,5.0,8.0,Wood,42.8717838194718,1982.0,2.0,"Solar Power, Water Supply, Internet, Electricity",4654008.0,6205.344
NRAS0009043,NorthEast_Kogi State_251 Main Street,123887.0,12.0,2.0,POP,30.945006108995475,2007.0,6.0,"Water Supply, Solar Power",5538764.0,7385.018666666667
NRAS0009044,SouthWest_Ondo State_344 Unity Avenue,939011.0,15.0,8.0,Wood,27.461358827641146,1972.0,11.0,"Electricity, Solar Power, Gas, Water Supply",15811453.0,21081.93733333333
NRAS0009045,NorthCentral_Kaduna State_415 Main Street,536418.0,7.0,7.0,Gypsum,29.38899644896973,2019.0,5.0,"Gas, Solar Power",11584597.0,15446.129333333334
NRAS0009046,NorthCentral_Kano State_213 Broadway Road,202146.0,5.0,2.0,POP,21.08022338146869,2011.0,8.0,"Internet, Electricity",13041173.0,17388.230666666666
NRAS0009047,NorthEast_Abia State_409 Main Street,988827.0,14.0,1.0,Gypsum,34.37231872602091,1954.0,12.0,"Internet, Electricity, Solar Power, Water Supply, Gas",37585520.0,50114.026666666665
NRAS0009048,NorthWest_Borno State_43 SDA Street,848985.0,1.0,8.0,Gypsum,30.64944471812406,1976.0,7.0,"Water Supply, Internet, Electricity",34414243.0,45885.657333333336
NRAS0009049,NorthCentral_Yobe State_314 Unity Avenue,246483.0,1.0,6.0,Gypsum,49.91574771299113,2017.0,1.0,"Electricity, Internet",14321072.0,19094.762666666666
NRAS0009050,NorthCentral_Bauchi State_175 Unity Avenue,415723.0,10.0,8.0,PVC,26.588670120482952,2024.0,5.0,"Water Supply, Electricity, Solar Power, Gas",13822289.0,18429.718666666668
NRAS0009051,NorthCentral_Ondo State_245 Unity Avenue,437333.0,4.0,10.0,Wood,20.338949037395327,2011.0,,"Internet, Gas",7618291.0,10157.721333333331
NRAS0009052,NorthEast_Anambra State_235 Broadway Road,444599.0,6.0,2.0,Plaster,13.813271418368842,1953.0,3.0,"Internet, Electricity",26330412.0,35107.216
NRAS0009053,SouthEast_Kano State_423 Broadway Road,124701.0,10.0,4.0,Gypsum,38.49592100147861,2008.0,10.0,"Solar Power, Electricity, Gas, Internet",45793212.0,61057.616
NRAS0009054,SouthEast_Benue State_342 Crescent Lane,727046.0,10.0,7.0,PVC,16.033754120690553,1986.0,8.0,"Electricity, Gas, Internet",15384939.0,20513.252
NRAS0009055,NorthCentral_Zamfara State_375 Main Street,780382.0,6.0,5.0,Plaster,28.550879334268885,1991.0,1.0,Internet,10532480.0,14043.306666666667
NRAS0009056,NorthWest_Kano State_369 Unity Avenue,536826.0,11.0,8.0,POP,42.87266986463427,2015.0,3.0,"Water Supply, Gas, Electricity, Solar Power",47758215.0,63677.62
NRAS0009057,NorthEast_Kwara State_135 SDA Street,680252.0,14.0,2.0,POP,33.28800799736442,2003.0,10.0,"Gas, Water Supply",22600732.0,30134.30933333333
NRAS0009058,SouthEast_Bauchi State_487 Broadway Road,695743.0,10.0,3.0,POP,28.702130475595126,2021.0,9.0,Solar Power,36399967.0,48533.28933333333
NRAS0009059,SouthWest_Kano State_412 Unity Avenue,240328.0,13.0,4.0,PVC,33.12061905460155,1973.0,5.0,"Internet, Water Supply, Solar Power, Electricity",20452066.0,27269.42133333333
NRAS0009060,SouthWest_Kano State_178 SDA Street,961837.0,7.0,5.0,Wood,14.357960909925968,1959.0,2.0,"Internet, Electricity, Water Supply, Solar Power, Gas",16141804.0,21522.40533333333
NRAS0009061,NorthWest_Ekiti State_254 Crescent Lane,310596.0,4.0,1.0,Gypsum,20.89953577584925,2006.0,5.0,"Gas, Internet",41640021.0,55520.028
NRAS0009062,NorthEast_Plateau State_31 Crescent Lane,820865.0,6.0,9.0,POP,42.13757913621483,1993.0,3.0,"Water Supply, Internet, Electricity, Gas, Solar Power",16515035.0,22020.046666666665
NRAS0009063,NorthCentral_Oyo State_108 Unity Avenue,809011.0,8.0,10.0,POP,17.746642657072886,2005.0,10.0,"Water Supply, Internet, Gas, Solar Power",49481602.0,65975.46933333333
NRAS0009064,NorthEast_Taraba State_333 Unity Avenue,263905.0,7.0,8.0,Wood,49.31187152970197,2010.0,11.0,"Internet, Water Supply",24145195.0,32193.59333333333
NRAS0009065,NorthEast_Osun State_225 Unity Avenue,631015.0,7.0,8.0,Wood,20.504502642865813,1951.0,4.0,"Solar Power, Internet, Water Supply",4711941.0,6282.588
NRAS0009066,NorthWest_Zamfara State_317 SDA Street,478603.0,3.0,5.0,PVC,45.46526146488533,1961.0,10.0,"Water Supply, Electricity, Gas",38787086.0,51716.11466666667
NRAS0009067,SouthWest_Benue State_163 Crescent Lane,830306.0,1.0,9.0,POP,24.38618127189048,1994.0,3.0,"Gas, Water Supply",37682412.0,50243.216
NRAS0009068,SouthEast_Kogi State_268 SDA Street,180779.0,15.0,3.0,POP,15.605355115481183,1959.0,6.0,"Electricity, Water Supply, Solar Power",14050872.0,18734.496
NRAS0009069,SouthWest_Ondo State_97 SDA Street,501362.0,10.0,5.0,Plaster,43.61882892923169,2018.0,7.0,"Internet, Gas, Electricity, Water Supply",12854894.0,17139.858666666667
NRAS0009070,SouthEast_Ekiti State_242 Broadway Road,513697.0,1.0,8.0,Wood,10.700622481852191,1958.0,5.0,"Solar Power, Water Supply, Internet, Gas, Electricity",30133381.0,40177.84133333333
NRAS0009071,NorthEast_Kwara State_469 Crescent Lane,351658.0,5.0,10.0,PVC,24.64823019657118,2005.0,1.0,"Solar Power, Electricity, Internet, Gas, Water Supply",8198519.0,10931.358666666669
NRAS0009072,SouthEast_Ekiti State_81 Unity Avenue,629084.0,10.0,8.0,POP,36.03679489392195,1967.0,10.0,Electricity,29156359.0,38875.14533333333
NRAS0009073,SouthEast_Osun State_67 SDA Street,204062.0,2.0,6.0,Gypsum,24.817970984505443,1971.0,9.0,"Solar Power, Gas, Water Supply",44260296.0,59013.728
NRAS0009074,NorthCentral_Yobe State_208 Broadway Road,723073.0,4.0,5.0,PVC,16.5552304552999,2008.0,4.0,"Internet, Solar Power, Water Supply, Gas, Electricity",5989249.0,7985.665333333333
NRAS0009075,SouthEast_Yobe State_93 Crescent Lane,329294.0,5.0,8.0,POP,33.9555009977065,1975.0,9.0,"Solar Power, Internet, Water Supply",41098962.0,54798.616
NRAS0009076,SouthEast_Bauchi State_103 Broadway Road,295803.0,15.0,3.0,Wood,48.41193831539303,1980.0,8.0,"Solar Power, Gas",30659830.0,40879.77333333333
NRAS0009077,SouthWest_Ekiti State_364 Crescent Lane,807521.0,11.0,8.0,POP,46.47076071744492,1981.0,12.0,Gas,30454494.0,40605.992
NRAS0009078,NorthCentral_Yobe State_333 Main Street,306595.0,15.0,4.0,Wood,37.14083450189876,2020.0,10.0,"Solar Power, Internet, Water Supply, Gas, Electricity",38954134.0,51938.84533333333
NRAS0009079,NorthCentral_Anambra State_379 Unity Avenue,322683.0,11.0,9.0,Plaster,28.459307946718067,1962.0,7.0,"Internet, Solar Power, Gas, Electricity, Water Supply",30450378.0,40600.504
NRAS0009080,SouthWest_Ekiti State_496 Main Street,636129.0,2.0,1.0,POP,42.085822734463534,2006.0,3.0,"Solar Power, Gas, Water Supply, Internet",32568783.0,43425.044
NRAS0009081,NorthEast_Bauchi State_196 Main Street,629211.0,9.0,8.0,Plaster,16.966588615751924,1955.0,7.0,"Gas, Internet, Water Supply, Solar Power",5704037.0,7605.382666666666
NRAS0009082,NorthCentral_Kogi State_267 Broadway Road,107923.0,10.0,8.0,Gypsum,15.395508063879928,2008.0,9.0,"Internet, Gas, Electricity",45665345.0,60887.12666666666
NRAS0009083,SouthEast_Benue State_458 Unity Avenue,557217.0,5.0,4.0,Wood,23.97175224160488,1971.0,5.0,"Solar Power, Electricity, Water Supply",26275321.0,35033.761333333336
